covalent,vdw_clash,vdw,proximal,hbond,weak_hbond,xbond,ionic,metal_complex,aromatic,hydrophobic,carbonyl,ligand
0,25,50,8457,2,8,0,0,1,16,39,0,ZINC30706113_003
0,17,44,5932,1,6,0,0,0,0,15,0,ZINC48977834_004
0,27,63,7106,2,8,0,6,0,17,67,0,ZINC53749313_002
0,31,51,8138,2,12,0,0,1,26,31,0,ZINC66449404_008
0,18,51,7365,2,8,0,1,1,0,20,0,ZINC66363663_004
0,8,34,5315,0,4,0,0,1,0,11,0,ZINC56377058_003
0,18,49,9087,1,10,0,0,0,2,44,1,ZINC30942313_001
0,19,41,6022,1,9,0,0,0,5,43,0,ZINC37158639_005
0,31,50,8363,2,8,0,0,1,15,29,0,ZINC04549796_002
0,21,37,7927,1,5,0,0,1,7,31,0,ZINC04477459_004
0,43,62,9159,0,10,0,0,0,4,60,0,ZINC06786787_000
0,32,53,9318,0,12,0,1,1,3,42,0,ZINC65074679_008
0,20,41,8524,1,10,0,0,1,13,30,0,ZINC66121467_006
0,23,56,8298,1,12,0,0,0,13,28,0,ZINC13626633_005
0,44,71,7206,2,9,0,12,0,6,42,1,ZINC57752158_003
0,34,48,8770,1,15,0,0,0,16,61,1,ZINC12689162_005
0,16,38,6523,1,6,0,0,0,4,42,0,ZINC44926510_001
0,48,65,10595,3,13,0,0,0,15,61,2,ZINC64461287_002
0,13,35,6116,0,13,0,0,0,0,26,0,ZINC49445091_009
0,22,50,6863,4,10,0,0,0,7,48,0,ZINC37905766_008
0,29,58,8582,2,8,0,0,1,2,47,0,ZINC15899218_005
0,16,44,6783,2,11,0,0,1,0,31,0,ZINC33637585_008
0,14,28,5056,0,8,0,0,0,0,25,0,ZINC51287896_004
0,23,45,7084,3,17,0,0,0,13,42,0,ZINC43101129_004
0,18,44,6831,1,9,0,0,0,0,28,1,ZINC40831668_000
0,32,53,9079,1,8,0,0,1,10,40,1,ZINC64773398_008
0,16,44,6457,1,9,0,0,1,0,39,0,ZINC61884155_000
0,23,52,6808,1,12,0,3,1,0,32,0,ZINC62936727_008
0,44,82,8839,1,14,0,0,1,8,35,0,ZINC60398411_006
0,21,51,6112,3,9,0,0,1,0,13,1,ZINC05071686_008
0,29,60,8323,3,10,0,0,1,12,40,3,ZINC53088203_000
0,17,28,5713,2,4,0,0,0,0,18,0,ZINC40470534_003
0,27,38,6705,2,3,0,0,3,8,19,0,ZINC54059841_008
0,35,64,9262,2,13,0,0,1,15,53,0,ZINC25842187_005
0,50,53,6842,2,20,0,0,1,12,22,1,ZINC48944131_000
0,19,43,7594,2,9,0,0,0,2,13,0,ZINC64129492_004
0,35,65,8084,0,17,0,0,0,7,31,0,ZINC60400441_008
0,25,42,6408,1,5,0,0,2,17,22,0,ZINC15910418_009
0,22,47,6099,2,11,0,1,1,6,8,0,ZINC63172854_008
0,15,34,6507,0,9,0,0,1,0,32,0,ZINC48708314_003
0,20,43,7078,0,7,0,5,1,3,31,0,ZINC50377512_005
0,16,44,7653,2,7,0,0,1,20,18,0,ZINC51845080_005
0,27,48,5907,2,12,0,0,1,9,27,0,ZINC48889655_007
0,51,69,10035,1,15,0,0,1,19,55,0,ZINC13623497_000
0,30,60,8491,0,9,0,0,1,12,35,0,ZINC66906309_007
0,29,54,8666,3,13,0,11,0,10,24,0,ZINC63807270_007
0,20,38,8150,2,9,0,0,1,4,54,1,ZINC09668195_007
0,19,61,8744,2,13,0,0,0,5,28,1,ZINC08765061_001
0,53,75,11191,1,13,0,0,0,14,71,1,ZINC39612089_005
0,31,54,7585,1,10,0,0,0,2,33,0,ZINC65358086_000
0,28,57,9622,1,15,0,0,0,11,38,1,ZINC10425374_007
0,26,43,6454,0,9,0,17,1,2,31,0,ZINC11945663_001
1,33,51,6866,1,15,0,3,1,2,29,0,ZINC35353566_000
0,24,42,7629,1,18,0,0,1,11,39,0,ZINC63468508_003
0,15,42,7153,2,10,0,0,0,12,25,0,ZINC58156740_000
0,15,36,6292,2,9,0,0,0,4,31,0,ZINC14569409_003
0,16,34,6251,1,6,0,5,0,0,16,0,ZINC62874509_008
0,48,74,10480,2,25,0,0,0,24,56,1,ZINC14579800_002
0,25,44,7647,1,9,0,0,0,11,20,0,ZINC00236980_005
0,24,45,6546,1,9,0,0,0,3,25,0,ZINC46830615_007
0,23,54,6713,1,13,0,0,0,2,23,0,ZINC07011567_007
0,29,70,9547,2,16,0,0,0,5,39,3,ZINC60360150_009
0,17,33,5752,0,5,0,1,0,3,16,0,ZINC43412504_007
0,41,53,7774,0,16,0,0,1,2,40,0,ZINC38712423_009
0,26,56,8482,0,10,0,0,2,12,39,0,ZINC41336054_009
0,29,76,8234,2,14,0,0,1,21,33,0,ZINC66159442_004
0,31,58,8778,2,14,0,0,1,5,37,0,ZINC67268340_001
0,10,31,5437,0,2,0,8,1,0,4,0,ZINC54343078_004
0,11,35,6556,1,5,0,9,1,0,10,0,ZINC61146326_004
0,37,55,9533,0,15,0,0,0,12,35,0,ZINC09826232_007
0,25,33,6020,1,9,0,4,2,0,14,0,ZINC62813172_006
0,30,44,6538,0,9,0,3,0,4,43,1,ZINC41735590_002
0,33,61,10405,0,14,0,2,0,15,54,0,ZINC39690319_005
0,14,46,5662,1,5,0,2,1,0,32,0,ZINC62456829_005
0,20,42,6527,1,4,0,0,1,12,48,0,ZINC42477327_004
0,21,67,8798,0,19,0,0,0,11,50,0,ZINC06551317_005
0,56,80,10554,0,17,0,0,1,9,62,0,ZINC03374464_008
0,28,57,7097,1,15,0,2,0,1,43,0,ZINC35868279_002
0,36,56,7875,1,9,0,0,0,18,31,1,ZINC61861867_002
0,19,57,7613,1,7,0,0,1,5,30,0,ZINC60415417_004
0,31,61,7951,3,11,0,0,0,21,44,1,ZINC17308257_007
1,43,70,7885,3,14,0,0,1,0,32,3,ZINC31026362_008
0,30,53,7484,0,13,0,0,1,2,37,0,ZINC58088390_002
0,15,35,4860,3,6,0,0,1,0,35,0,ZINC45216876_007
0,52,71,8978,3,9,0,0,0,37,75,2,ZINC13979183_003
0,28,59,8272,3,11,0,1,0,23,28,0,ZINC20661153_001
0,27,62,9847,1,20,0,0,0,10,38,0,ZINC10611024_002
0,22,43,5963,1,2,0,0,2,2,30,0,ZINC32504113_004
0,30,47,6930,0,6,0,4,1,18,60,2,ZINC48841406_008
0,26,37,6009,2,9,0,0,0,0,25,0,ZINC09915809_004
0,17,32,6035,1,12,0,0,0,0,23,0,ZINC50274740_006
0,27,40,4593,2,8,0,0,0,27,21,0,ZINC08048317_009
0,15,48,7099,0,5,0,1,0,13,45,0,ZINC05800112_004
0,18,40,6674,0,11,0,0,1,3,22,0,ZINC43419249_000
0,33,47,5401,1,7,0,6,1,11,34,0,ZINC50839186_000
0,22,44,6425,1,10,0,9,0,0,19,0,ZINC42549816_003
0,14,23,5694,2,8,0,0,0,0,17,0,ZINC61809791_003
0,21,43,7992,0,12,0,0,0,10,38,0,ZINC65251940_008
1,39,51,8254,1,14,0,0,2,17,45,0,ZINC50612502_004
0,31,55,7863,2,9,0,0,2,12,28,0,ZINC40756120_003
0,27,73,7218,1,10,0,17,0,5,16,1,ZINC61564387_002
0,25,48,6332,2,10,0,0,0,0,30,0,ZINC49751183_003
0,30,66,9205,0,16,0,0,0,0,46,0,ZINC35592578_000
0,26,51,6343,0,17,0,0,0,0,34,0,ZINC58754491_002
0,28,52,7098,1,13,0,1,1,0,47,0,ZINC45475441_004
0,15,53,7401,6,5,0,2,1,2,31,0,CHEMBL290381_003
0,32,56,8268,3,9,0,0,1,13,44,1,ZINC52737114_001
0,21,42,6500,1,9,0,1,0,5,29,0,ZINC62602057_002
0,28,48,6178,1,14,0,17,2,0,20,4,ZINC35303796_009
0,39,69,7694,2,14,0,0,0,12,45,1,ZINC42667585_004
0,31,55,6750,1,11,0,7,0,4,39,0,ZINC52048524_008
0,26,26,5606,3,5,0,0,0,2,20,0,ZINC49851728_005
0,22,52,6313,3,8,0,0,0,10,22,0,ZINC59186859_000
0,34,67,8686,6,12,0,0,0,23,44,0,ZINC21119721_009
0,18,39,6139,1,9,0,0,0,2,27,0,ZINC32110602_004
0,43,60,8343,2,21,0,0,0,4,32,0,ZINC64080641_000
0,13,31,6434,1,6,0,0,0,8,32,0,ZINC13631458_001
0,37,50,8369,1,13,0,0,0,2,25,0,ZINC39484786_001
0,38,54,9187,0,12,0,3,2,34,26,0,ZINC23857783_004
0,33,55,6826,0,16,0,0,1,2,38,0,ZINC52921380_000
0,22,54,6525,0,7,0,0,2,6,25,0,ZINC57573391_009
0,29,43,6471,1,12,0,0,1,4,55,0,ZINC22415040_007
0,18,39,6244,1,8,0,4,0,6,44,0,ZINC37622566_003
0,43,65,8622,0,13,0,0,0,19,53,0,ZINC09042123_004
0,31,56,5768,2,6,0,0,2,27,37,0,ZINC49689152_003
0,39,41,7182,0,10,0,0,4,9,36,1,ZINC48390994_000
1,22,40,6136,0,6,0,0,2,0,10,3,ZINC48911426_008
0,14,49,7107,2,5,0,0,0,6,34,0,ZINC40324073_000
0,25,59,6665,0,14,0,1,0,0,38,0,ZINC66424515_001
0,11,30,5740,0,8,0,0,0,0,21,0,ZINC05024945_000
0,30,61,8117,1,14,0,0,0,4,48,0,ZINC14662090_007
0,27,58,8660,2,16,0,0,0,21,57,0,ZINC45866276_006
0,37,52,8054,2,17,0,0,1,8,36,0,ZINC55881114_005
0,16,45,7396,1,12,0,2,1,0,37,0,ZINC52594000_006
0,16,46,7596,3,8,0,0,0,10,41,0,ZINC53573298_006
0,31,56,8073,2,18,0,0,0,4,25,2,ZINC56509473_007
0,21,31,6253,1,4,0,0,1,0,5,0,ZINC50461924_001
0,25,60,8357,4,13,0,0,0,6,51,0,ZINC16187164_008
0,12,51,5989,2,6,0,1,0,18,15,0,ZINC33466044_006
0,18,48,7114,1,10,0,0,1,0,15,0,ZINC52687608_008
0,24,49,7445,1,13,0,0,1,11,43,0,ZINC44323580_004
0,12,27,6074,3,6,0,0,0,0,34,0,ZINC53095501_007
0,22,39,6092,1,12,0,4,2,0,6,0,ZINC62813172_003
0,14,39,5926,1,9,0,0,0,0,27,0,ZINC45221201_003
0,23,47,6681,3,8,0,0,0,0,32,1,ZINC44994582_002
0,18,38,8153,1,12,0,0,0,1,24,0,ZINC02802467_008
0,51,78,11115,1,15,0,0,0,16,80,1,ZINC39612089_006
0,22,39,6306,3,5,0,0,0,5,39,0,ZINC55025267_004
0,21,38,5777,2,8,0,0,1,1,20,0,ZINC42413053_009
0,24,39,6333,0,6,0,0,0,6,41,0,ZINC49488092_007
0,34,52,7300,1,13,0,0,0,1,24,0,ZINC40376973_004
0,22,38,6096,2,7,0,10,0,0,18,1,ZINC42429721_003
0,56,71,10233,4,19,0,0,1,12,51,1,ZINC14745317_000
0,43,82,9144,2,18,0,0,1,29,57,1,ZINC46543507_005
1,32,51,7146,1,9,0,0,1,11,25,0,ZINC66158249_006
0,17,37,6743,4,3,0,1,0,13,25,0,ZINC22635111_000
0,28,41,6908,1,8,0,3,1,2,32,0,ZINC19910260_002
0,38,57,7234,4,6,0,10,1,5,46,0,ZINC54489363_005
0,20,40,5501,2,7,0,0,1,7,27,0,ZINC20363544_003
0,20,43,7975,0,10,0,0,1,4,37,0,ZINC47599153_009
0,23,43,6265,3,10,0,0,0,0,27,0,ZINC44878315_000
0,19,36,6448,2,7,0,0,0,4,29,0,ZINC14569409_005
0,70,79,9249,2,22,0,2,0,7,34,0,ZINC20931421_002
0,31,51,7956,3,11,0,0,1,3,14,0,ZINC24962032_001
0,20,46,6332,1,9,0,4,0,0,47,0,ZINC49645420_002
0,22,53,7833,2,9,0,0,0,8,30,0,ZINC00493723_001
0,15,45,6506,3,10,0,0,0,3,42,0,ZINC44926510_005
0,19,38,5298,2,4,0,0,1,12,38,0,ZINC57964587_002
0,13,43,6366,1,9,0,0,0,2,28,0,ZINC37255266_007
0,34,54,7924,1,7,0,0,0,0,44,0,ZINC16283776_005
0,43,61,8129,2,19,0,3,0,0,27,1,ZINC67270004_000
0,34,57,9917,0,18,0,2,0,5,41,1,ZINC39668929_001
0,55,87,10807,4,16,0,14,2,40,47,4,CHEMBL93280_008
0,24,33,6619,2,7,0,0,0,0,41,0,ZINC07091490_007
0,17,31,5171,1,5,0,0,0,0,8,0,ZINC37254369_000
0,14,43,5986,1,3,0,0,1,0,10,0,ZINC62976762_002
0,23,38,7960,2,6,0,0,2,4,23,0,ZINC20202743_008
0,24,42,8662,1,10,0,0,0,8,31,0,ZINC39601102_002
0,17,40,6858,2,6,0,0,0,13,50,0,ZINC56187081_002
0,21,63,8726,2,11,0,3,0,5,11,0,ZINC31174435_006
0,31,59,8058,0,15,0,0,0,7,38,0,ZINC46586299_006
0,25,38,7567,0,10,0,0,1,5,33,0,ZINC65193522_007
0,50,47,7146,3,16,0,0,0,2,21,0,ZINC05686351_005
0,23,54,6708,0,6,0,0,2,2,34,0,ZINC41728499_006
0,33,50,7135,0,12,0,0,2,2,50,0,ZINC37615201_009
0,21,47,6026,2,14,0,0,0,0,16,0,ZINC12394794_002
0,22,39,5451,2,8,0,0,0,12,24,0,ZINC20183171_003
0,16,30,5764,0,5,0,3,1,3,6,0,ZINC67255775_005
0,35,44,7400,0,8,0,0,1,13,27,0,ZINC32771704_005
0,20,31,5491,0,6,0,0,0,7,23,0,ZINC48258419_006
0,11,47,6527,1,5,0,8,1,0,8,1,ZINC61146326_003
0,16,47,7214,2,5,0,0,0,8,31,0,ZINC54413806_001
0,55,71,10568,2,15,0,0,1,20,62,1,ZINC14579800_009
0,26,53,7248,3,10,0,0,0,18,43,0,ZINC06241555_003
0,33,57,7131,5,11,0,0,1,2,29,0,ZINC52154586_004
0,26,46,8640,1,12,0,0,0,3,50,0,ZINC45540288_002
0,16,46,8654,1,5,0,0,0,17,37,0,ZINC63538110_002
1,36,70,8422,2,13,0,0,1,12,55,1,ZINC41961303_004
0,25,50,6993,3,11,0,0,0,0,0,3,ZINC37800601_002
0,28,44,6316,4,5,0,0,0,9,30,0,ZINC40347536_004
0,16,34,5437,3,6,0,0,1,4,19,0,ZINC15900555_009
0,43,61,8807,0,12,0,0,1,13,54,1,ZINC66840025_005
0,15,44,6952,0,6,0,0,0,0,21,2,ZINC37543391_008
0,35,48,6458,3,13,0,0,0,12,23,0,ZINC37067114_007
0,29,38,6507,0,7,0,3,0,6,36,0,ZINC41735590_005
0,18,34,6911,0,9,0,0,0,7,32,0,ZINC39578295_008
0,16,46,6665,0,5,0,0,2,11,31,0,ZINC35288213_003
0,42,46,6695,0,8,0,4,0,1,35,0,ZINC61680619_009
0,23,50,7644,1,11,0,0,1,8,15,0,ZINC66343125_000
1,19,31,6008,2,6,0,0,1,0,15,0,ZINC66075817_005
0,45,55,7199,0,11,0,0,2,3,41,0,ZINC38050928_006
0,43,60,7734,1,8,0,0,1,3,18,0,ZINC58307597_007
0,38,62,8060,0,9,0,0,1,15,52,0,ZINC46439039_005
0,28,43,6846,1,11,0,0,0,3,58,0,ZINC37390280_004
0,28,45,7282,2,8,0,5,0,17,32,0,ZINC63308286_003
0,15,39,6553,1,8,0,0,1,16,14,0,ZINC50641374_001
0,31,59,9396,0,15,0,0,3,7,37,1,ZINC21683022_000
0,24,31,6404,3,8,0,0,0,6,20,0,ZINC40381008_004
0,25,41,6688,3,14,0,0,0,2,37,0,ZINC07782858_005
0,23,41,6155,0,10,0,0,1,0,13,0,ZINC37627947_004
0,26,46,7455,1,9,0,0,1,3,28,0,ZINC02632256_004
0,33,57,8064,1,11,0,3,1,18,26,0,ZINC05855894_002
0,15,33,5314,3,9,0,0,0,1,25,0,ZINC51149269_007
0,25,45,7461,5,6,0,0,1,6,22,0,ZINC06476381_007
0,26,51,8558,0,12,0,0,0,8,38,0,ZINC39354270_002
0,32,63,7189,1,19,0,0,2,0,17,2,ZINC49468321_007
0,9,20,4474,1,7,0,0,0,0,10,0,ZINC44375145_007
0,28,38,7561,1,14,0,0,1,0,30,0,ZINC47601984_006
0,21,25,5827,1,6,0,6,0,10,46,0,ZINC50398762_007
0,29,65,6984,2,7,0,10,1,28,62,0,ZINC40469660_002
0,31,52,6837,1,6,0,20,1,7,43,0,ZINC41760379_004
0,22,47,6946,2,5,0,0,1,9,42,0,ZINC37130668_004
0,27,47,6677,2,8,0,0,0,0,17,0,ZINC40338436_007
0,14,50,6605,5,5,0,0,1,0,34,1,ZINC44784267_001
0,27,48,8113,0,7,0,5,1,6,45,0,ZINC08858768_003
0,40,41,6357,0,13,0,0,1,8,40,0,ZINC50093384_009
0,24,40,6366,4,9,0,13,0,0,25,0,ZINC39287090_005
0,15,36,5371,3,7,0,0,0,3,7,0,ZINC55171334_007
0,24,41,5957,1,7,0,17,1,0,4,0,ZINC49871796_003
0,16,33,6641,1,9,0,0,1,18,21,0,ZINC48924497_000
0,32,38,6516,2,13,0,14,1,0,25,0,ZINC40716347_001
0,38,58,9035,2,17,0,0,0,6,24,0,ZINC67479830_000
0,24,44,6155,1,8,0,0,1,0,50,0,ZINC37241568_008
0,31,45,7100,0,11,0,0,0,5,36,0,ZINC16671218_009
0,12,38,6657,0,11,0,2,0,0,19,0,ZINC67624571_003
0,48,73,8162,2,14,0,0,0,0,42,1,ZINC05288100_002
0,37,53,8197,2,5,0,0,2,21,28,0,ZINC00031160_007
0,32,72,8445,3,16,0,0,2,0,50,3,ZINC66790100_007
0,21,42,7052,2,16,0,3,0,1,4,0,ZINC02380004_009
0,23,47,6613,2,8,0,0,0,2,37,1,ZINC45065086_000
0,25,44,6520,1,6,0,0,0,16,42,0,ZINC40476045_009
0,28,48,6441,1,17,0,0,0,4,23,0,ZINC37066247_002
0,17,40,6506,0,8,0,0,0,11,24,0,ZINC41885517_004
0,38,62,8956,1,13,0,0,1,12,59,0,ZINC60627065_001
0,25,43,7019,2,8,0,0,0,10,30,1,ZINC27018795_006
0,30,41,6635,2,12,0,0,0,11,20,1,ZINC44730972_007
1,26,51,6825,1,10,0,0,1,5,54,0,ZINC35353117_006
0,28,57,8000,1,15,0,0,0,6,40,1,ZINC66067327_006
0,35,56,8697,0,17,0,0,0,2,28,3,ZINC67314755_002
0,29,44,6641,4,5,0,0,0,0,17,0,ZINC62965915_005
0,10,33,6314,2,2,0,0,0,3,32,0,ZINC63119317_001
0,33,56,9373,1,12,0,0,1,4,46,0,ZINC13617022_006
0,14,32,5956,0,6,0,0,0,0,17,0,ZINC55087738_000
0,24,50,7211,2,10,0,0,0,0,58,0,ZINC06685570_000
0,26,55,7573,1,7,0,0,0,19,48,1,ZINC13615340_005
0,44,55,8375,6,13,0,0,0,8,51,2,ZINC63349888_004
0,31,45,6548,2,18,0,0,0,0,26,0,ZINC44878741_008
0,21,46,8775,0,12,0,0,0,9,35,0,ZINC36773145_006
0,37,58,7619,4,13,0,0,0,23,57,1,ZINC66762079_004
0,62,72,7916,3,20,0,0,0,11,30,3,ZINC65359593_006
0,26,46,5733,0,8,0,4,1,0,50,0,ZINC62743720_002
0,34,63,7047,1,10,0,0,0,13,32,0,ZINC50122606_000
0,37,50,6258,1,8,0,0,1,15,54,0,ZINC35062552_006
0,29,38,5309,2,10,0,0,1,0,15,0,ZINC42767292_007
1,18,31,5728,0,3,0,0,1,2,29,0,ZINC35431142_002
0,21,47,8297,1,11,0,0,0,0,25,0,ZINC64954030_004
0,28,53,7246,0,8,0,0,1,9,51,0,ZINC45073030_002
1,31,59,6914,1,10,0,0,1,15,34,1,ZINC48964536_004
0,27,53,7601,1,11,0,4,1,7,14,0,ZINC31947216_003
0,15,33,7245,3,8,0,0,0,0,22,0,ZINC55030048_007
0,27,44,5625,1,9,0,0,0,0,14,0,ZINC46582799_001
0,30,63,8120,1,12,0,0,0,3,21,0,ZINC45492727_005
0,26,43,6786,0,11,0,2,0,6,30,0,ZINC45436164_005
0,18,34,6061,1,10,0,0,0,0,35,1,ZINC49113934_009
0,17,37,6001,2,5,0,0,0,4,21,0,ZINC37665346_002
0,44,70,9543,2,13,0,0,0,2,38,1,ZINC63907379_004
0,26,55,8488,2,5,0,0,0,0,50,0,ZINC10460330_008
0,13,34,5832,0,4,0,0,0,10,30,0,ZINC25772124_009
0,20,36,6416,1,3,0,0,1,8,28,0,ZINC41068989_009
0,16,46,6599,1,10,0,0,0,0,27,0,ZINC37892563_004
0,26,45,6754,4,6,0,5,1,7,6,0,CHEMBL97627_006
0,29,38,6548,3,9,0,0,0,11,36,0,CHEMBL189168_001
0,21,56,6676,2,13,0,0,0,0,25,0,ZINC49801222_006
0,21,53,6727,0,10,0,3,0,0,17,0,ZINC48842024_001
0,18,37,5198,2,3,0,0,1,0,10,0,ZINC38101500_008
0,20,43,8275,2,11,0,0,2,0,16,1,ZINC46857508_005
0,18,59,7898,0,8,0,0,1,7,17,0,ZINC63582647_005
0,17,56,8516,1,11,0,0,0,3,48,0,ZINC13593165_004
0,20,26,5059,3,4,0,0,0,0,13,1,ZINC44512745_004
0,20,42,6104,2,9,0,0,2,3,0,0,ZINC54377327_000
1,19,47,7871,0,10,0,0,1,0,18,0,ZINC07812070_008
0,27,51,7507,1,12,0,0,2,10,30,0,ZINC58314881_004
0,20,36,6649,2,7,0,1,0,8,46,0,ZINC62213240_004
1,17,33,7127,1,4,0,0,1,16,14,0,ZINC67379509_006
0,35,67,9728,2,11,0,13,0,0,46,1,ZINC39646986_007
0,23,43,7163,2,12,0,5,0,0,45,0,ZINC41805573_005
0,20,43,5861,0,8,0,0,0,23,13,1,ZINC37977916_009
0,16,48,6543,1,7,0,0,0,2,41,0,ZINC37573529_008
0,15,40,8203,0,15,0,0,0,0,22,0,ZINC46857508_002
1,25,39,6105,2,7,0,0,2,7,23,1,ZINC52001108_006
0,18,47,7133,1,18,0,0,1,6,34,0,ZINC58678820_007
0,26,38,6555,0,12,0,1,1,11,36,0,ZINC37450780_004
1,31,67,7715,2,9,0,0,2,13,18,2,ZINC20268830_002
0,17,32,5769,0,6,0,0,0,4,29,0,ZINC00809312_006
0,22,47,6918,1,9,0,0,0,2,39,0,ZINC41845211_006
0,15,42,7489,2,7,0,0,0,9,14,0,ZINC64129492_000
0,11,39,6518,3,9,0,0,0,2,12,0,ZINC49562886_001
0,32,51,7193,2,7,0,0,1,7,48,2,ZINC66086537_008
0,10,42,7796,1,12,0,0,0,2,31,0,ZINC55030048_001
0,17,39,6715,0,6,0,0,0,4,30,0,ZINC50285869_005
0,29,45,8496,3,7,0,1,0,4,37,0,ZINC20984891_003
0,37,61,8314,1,12,0,4,1,0,32,0,ZINC02279432_003
0,26,64,7340,2,13,0,0,1,5,45,0,ZINC42501131_008
0,40,63,8830,1,16,0,4,1,13,49,0,ZINC13246428_000
0,32,56,9168,1,15,0,0,0,9,45,0,ZINC09258445_000
0,56,77,10731,0,18,0,2,1,18,65,0,ZINC39681206_007
0,24,48,5717,1,12,0,0,0,0,38,0,ZINC40108280_002
0,22,41,6106,2,4,0,0,2,0,12,0,ZINC40716126_005
0,21,35,6919,1,6,0,13,1,6,33,0,ZINC06856077_009
0,33,53,7323,1,21,0,0,0,13,27,0,ZINC50036642_001
0,9,38,5520,1,4,0,1,0,0,17,0,ZINC37019193_008
0,13,34,5945,1,6,0,0,0,0,35,0,ZINC07602832_007
0,39,73,7973,1,14,0,1,0,29,70,1,ZINC15142423_000
0,32,50,6608,1,11,0,0,2,15,35,0,ZINC45022656_008
0,12,30,5853,2,4,0,2,0,0,29,0,ZINC40778141_002
0,19,38,6827,2,6,0,0,1,4,36,0,ZINC15614409_007
0,21,29,7704,2,5,0,0,0,7,19,0,ZINC03018709_006
1,16,37,5963,1,6,0,7,1,0,20,1,ZINC35298848_004
0,16,45,7145,0,10,0,3,0,6,32,0,ZINC20269959_008
0,27,37,5924,4,6,0,0,2,0,7,2,ZINC49503139_000
0,16,53,6237,1,7,0,10,1,0,40,2,ZINC52344166_006
0,28,46,7854,2,12,0,0,0,1,25,0,ZINC60062203_003
0,23,55,7232,0,14,0,0,1,0,17,0,ZINC66188752_008
1,13,38,5789,0,4,0,3,1,2,27,0,ZINC32021801_001
0,16,27,5089,0,4,0,0,2,9,23,0,ZINC44477253_009
0,25,53,8505,4,10,0,0,0,5,38,0,ZINC48178194_003
0,48,67,9678,1,8,0,0,1,13,46,0,ZINC40149610_006
0,33,60,8563,1,13,0,4,0,3,22,0,ZINC44936639_008
0,34,41,6908,3,6,0,5,1,13,18,0,ZINC62654027_006
0,17,33,5880,3,6,0,0,1,0,41,0,ZINC63213254_005
0,25,71,6709,3,15,0,0,0,6,20,4,ZINC24209764_002
0,19,27,7066,1,5,0,0,1,0,25,0,ZINC67624939_003
0,18,35,6001,3,11,0,0,1,7,28,0,ZINC37934238_001
0,31,50,6715,3,14,0,0,2,0,42,1,ZINC44871153_008
0,14,37,6757,2,9,0,0,0,0,35,0,ZINC66634694_002
0,25,65,7480,1,11,0,0,0,8,35,0,ZINC50057971_004
1,30,52,8545,1,8,0,0,1,27,40,0,ZINC55344645_006
0,52,67,9945,2,19,0,0,1,32,79,1,ZINC16887333_008
0,28,72,8116,1,13,0,0,0,0,16,0,ZINC67408695_002
0,31,65,6827,0,17,0,0,0,3,38,0,ZINC36198077_004
0,23,49,8772,4,7,0,3,0,11,21,0,CHEMBL334172_003
0,23,49,6348,1,8,0,0,0,7,19,0,ZINC11804882_005
0,40,68,8779,1,5,0,0,1,10,54,0,ZINC66840025_003
0,30,42,6715,2,12,0,0,0,0,33,0,ZINC43435636_003
0,9,61,6522,1,10,0,3,0,0,47,0,ZINC41805565_001
0,31,45,6351,0,13,0,0,1,10,46,0,ZINC59892048_002
0,11,35,5957,1,9,0,0,0,0,12,0,ZINC48950282_009
0,23,35,5387,0,5,0,0,1,0,27,0,ZINC44502007_008
0,37,35,5445,1,7,0,0,1,17,16,2,ZINC40922946_009
0,35,41,6286,2,4,0,0,0,5,27,0,ZINC36264552_006
0,22,44,6949,0,14,0,0,0,0,37,0,ZINC60940302_005
0,43,62,10278,1,19,0,0,0,15,40,0,ZINC23039731_002
0,27,57,7479,2,10,0,4,1,9,30,0,ZINC03151867_005
0,19,30,6092,2,7,0,0,0,6,27,0,ZINC40791871_005
0,16,42,6499,2,4,0,0,1,6,22,0,ZINC35340249_009
0,22,42,7196,0,11,0,0,1,1,48,0,ZINC40663933_007
1,17,52,6663,1,8,0,2,1,12,41,0,ZINC37258923_005
0,20,48,7743,1,9,0,0,0,11,27,0,ZINC07306115_009
0,47,85,10940,3,17,0,6,2,39,62,4,CHEMBL420174_005
0,26,48,7449,1,15,0,0,0,4,26,1,ZINC54094547_008
0,21,53,8790,2,7,0,0,1,18,55,0,ZINC45850994_006
1,71,71,10135,2,17,0,0,2,18,55,5,ZINC13979183_009
0,34,38,6845,1,11,0,0,0,7,25,0,ZINC66619784_001
0,19,48,6323,2,12,0,0,0,0,33,0,ZINC49825343_004
0,25,59,8063,1,11,0,0,0,8,48,0,ZINC05051883_000
0,11,32,6214,1,2,0,0,1,16,34,0,ZINC30603882_004
0,32,51,7251,1,12,0,5,1,6,34,0,ZINC41804594_007
0,27,35,7590,1,8,0,0,0,8,41,1,ZINC66923129_006
0,13,46,5948,0,10,0,3,0,0,14,0,ZINC37996495_008
0,16,32,5940,1,7,0,0,0,2,25,0,ZINC05001735_006
0,28,50,7414,5,14,0,0,0,8,52,0,ZINC61887586_009
0,17,57,8429,0,9,0,0,0,1,24,0,ZINC41645462_006
0,16,49,6659,0,5,0,0,1,6,27,0,ZINC46851345_004
0,14,38,6808,1,6,0,0,0,6,22,0,ZINC02632256_009
0,25,59,7352,2,9,0,0,0,5,38,0,ZINC59834393_003
0,32,63,9474,0,13,0,0,1,5,44,0,ZINC14095054_000
0,16,33,5660,0,5,0,0,0,0,24,0,ZINC45277350_005
