C.C,C.N,C.O,C.P,C.S,N.C,N.N,N.O,N.P,N.S,O.C,O.N,O.O,O.P,O.S,F.C,F.N,F.O,F.P,F.S,P.C,P.N,P.O,P.P,P.S,S.C,S.N,S.O,S.P,S.S,Cl.C,Cl.N,Cl.O,Cl.P,Cl.S,Br.C,Br.N,Br.O,Br.P,Br.S,I.C,I.N,I.O,I.P,I.S,ligand
5016,0,1126,0,0,1064,0,239,0,0,1095,0,240,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_55|cs334-confgen|mol2|55|dock1
5028,0,687,0,0,1077,0,147,0,0,1067,0,141,0,0,0,0,0,0,0,0,0,0,0,0,60,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_27|cs332-confgen|mol2|27|dock2
5969,0,1794,0,0,1225,0,350,0,0,1232,0,364,0,0,0,0,0,0,0,0,0,0,0,0,73,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_45|cs335-confgen|mol2|45|dock1
5340,0,1976,0,0,1075,0,397,0,0,1135,0,406,0,0,0,0,0,0,0,0,0,0,0,0,74,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_68|cs335-confgen|mol2|68|dock8
5055,0,1126,0,0,1089,0,242,0,0,1094,0,241,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_8|cs334-confgen|mol2|8|dock1
5198,0,889,0,0,1119,0,184,0,0,1117,0,201,0,0,0,0,0,0,0,0,0,0,0,0,58,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_10|cs339-confgen|mol2|10|dock2
5032,0,1123,0,0,1069,0,240,0,0,1064,0,243,0,0,0,0,0,0,0,0,0,0,0,0,60,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_64|cs334-confgen|mol2|64|dock1
5731,0,2046,0,0,1238,0,420,0,0,1229,0,419,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_3|cs335-confgen|mol2|3|dock10
5187,0,832,0,0,1085,0,168,0,0,1108,0,171,0,0,0,0,0,0,0,0,0,0,0,0,62,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_86|cs331-confgen|mol2|86|dock6
5197,0,1197,0,0,1103,0,247,0,0,1115,0,270,0,0,0,0,0,0,0,0,0,0,0,0,58,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS340_6|cs340-confgen|mol2|6|dock10
5802,0,1687,0,0,1245,0,360,0,0,1262,0,357,0,0,0,0,0,0,0,0,0,0,0,0,67,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_82|cs335-confgen|mol2|82|dock6
5151,0,896,0,0,1077,0,169,0,0,1086,0,186,0,0,0,0,0,0,0,0,0,0,0,0,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_68|cs339-confgen|mol2|68|dock5
5079,0,862,0,0,1071,0,166,0,0,1100,0,176,0,0,0,0,0,0,0,0,0,0,0,0,59,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_90|cs331-confgen|mol2|90|dock1
5106,0,1110,0,0,1062,0,228,0,0,1081,0,238,0,0,0,0,0,0,0,0,0,0,0,0,61,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_13|cs334-confgen|mol2|13|dock5
5580,0,1615,0,0,1145,0,325,0,0,1176,0,340,0,0,0,0,0,0,0,0,0,0,0,0,67,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_5|cs335-confgen|mol2|5|dock2
5128,0,865,0,0,1043,0,165,0,0,1096,0,175,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_6|cs331-confgen|mol2|6|dock2
5359,0,988,0,0,1132,0,201,0,0,1134,0,214,0,0,0,0,0,0,0,0,0,0,0,0,62,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_44|cs339-confgen|mol2|44|dock5
4950,0,726,0,0,1068,0,149,0,0,1087,0,147,0,0,0,0,0,0,0,0,0,0,0,0,59,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_40|cs332-confgen|mol2|40|dock9
5267,0,1002,0,0,1092,0,209,0,0,1112,0,225,0,0,0,0,0,0,0,0,0,0,0,0,65,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS338_29|cs338-confgen|mol2|29|dock5
5113,0,1275,0,0,1072,0,255,0,0,1078,0,267,0,0,0,0,0,0,0,0,0,0,0,0,59,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS340_17|cs340-confgen|mol2|17|dock1
5004,0,1103,0,0,1051,0,231,0,0,1079,0,227,0,0,0,0,0,0,0,0,0,0,0,0,59,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS337_11|cs337-confgen|mol2|11|dock2
5798,0,1702,0,0,1238,0,361,0,0,1255,0,354,0,0,0,0,0,0,0,0,0,0,0,0,67,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_91|cs335-confgen|mol2|91|dock6
5181,0,1133,0,0,1089,0,230,0,0,1082,0,239,0,0,0,0,0,0,0,0,0,0,0,0,60,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_22|cs334-confgen|mol2|22|dock2
5426,0,1093,0,0,1160,0,214,0,0,1163,0,233,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_66|cs339-confgen|mol2|66|dock4
5921,0,2040,0,0,1269,0,424,0,0,1268,0,427,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_80|cs335-confgen|mol2|80|dock2
5134,0,868,0,0,1072,0,167,0,0,1107,0,178,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_59|cs332-confgen|mol2|59|dock1
5078,0,1100,0,0,1062,0,231,0,0,1088,0,224,0,0,0,0,0,0,0,0,0,0,0,0,59,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS337_33|cs337-confgen|mol2|33|dock5
5036,0,844,0,0,1029,0,154,0,0,1071,0,168,0,0,0,0,0,0,0,0,0,0,0,0,63,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_76|cs332-confgen|mol2|76|dock2
5139,0,870,0,0,1063,0,164,0,0,1110,0,176,0,0,0,0,0,0,0,0,0,0,0,0,58,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_30|cs331-confgen|mol2|30|dock3
6030,0,2022,0,0,1208,0,418,0,0,1237,0,422,0,0,0,0,0,0,0,0,0,0,0,0,75,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_45|cs335-confgen|mol2|45|dock5
4982,0,1124,0,0,1029,0,240,0,0,1058,0,242,0,0,0,0,0,0,0,0,0,0,0,0,61,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_14|cs334-confgen|mol2|14|dock4
5026,0,851,0,0,1023,0,154,0,0,1072,0,168,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_15|cs332-confgen|mol2|15|dock4
5026,0,1127,0,0,1070,0,236,0,0,1082,0,236,0,0,0,0,0,0,0,0,0,0,0,0,59,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS337_65|cs337-confgen|mol2|65|dock3
4994,0,859,0,0,1028,0,168,0,0,1039,0,176,0,0,0,0,0,0,0,0,0,0,0,0,56,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_38|cs339-confgen|mol2|38|dock8
5056,0,901,0,0,1073,0,193,0,0,1072,0,198,0,0,0,0,0,0,0,0,0,0,0,0,56,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_9|cs339-confgen|mol2|9|dock8
5051,0,1119,0,0,1076,0,244,0,0,1078,0,240,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_81|cs334-confgen|mol2|81|dock2
5165,0,831,0,0,1067,0,164,0,0,1102,0,169,0,0,0,0,0,0,0,0,0,0,0,0,60,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_2|cs332-confgen|mol2|2|dock1
5924,0,2034,0,0,1252,0,430,0,0,1253,0,433,0,0,0,0,0,0,0,0,0,0,0,0,68,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_44|cs335-confgen|mol2|44|dock1
4836,0,651,0,0,996,0,142,0,0,1032,0,151,0,0,0,0,0,0,0,0,0,0,0,0,66,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_47|cs332-confgen|mol2|47|dock1
5229,0,1313,0,0,1104,0,264,0,0,1116,0,269,0,0,0,0,0,0,0,0,0,0,0,0,59,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS340_9|cs340-confgen|mol2|9|dock2
5159,0,853,0,0,1078,0,163,0,0,1115,0,179,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_14|cs331-confgen|mol2|14|dock1
5915,0,2031,0,0,1264,0,420,0,0,1264,0,423,0,0,0,0,0,0,0,0,0,0,0,0,67,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_82|cs335-confgen|mol2|82|dock10
5066,0,1244,0,0,1069,0,253,0,0,1079,0,259,0,0,0,0,0,0,0,0,0,0,0,0,57,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS340_18|cs340-confgen|mol2|18|dock6
5811,0,2055,0,0,1257,0,436,0,0,1259,0,428,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_92|cs335-confgen|mol2|92|dock1
5248,0,1307,0,0,1097,0,268,0,0,1103,0,267,0,0,0,0,0,0,0,0,0,0,0,0,60,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS340_19|cs340-confgen|mol2|19|dock2
5457,0,1021,0,0,1150,0,202,0,0,1159,0,212,0,0,0,0,0,0,0,0,0,0,0,0,65,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_60|cs339-confgen|mol2|60|dock5
5837,0,1697,0,0,1240,0,358,0,0,1268,0,348,0,0,0,0,0,0,0,0,0,0,0,0,67,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_91|cs335-confgen|mol2|91|dock4
5181,0,1137,0,0,1093,0,230,0,0,1079,0,236,0,0,0,0,0,0,0,0,0,0,0,0,59,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_27|cs334-confgen|mol2|27|dock3
5733,0,2024,0,0,1234,0,413,0,0,1258,0,430,0,0,0,0,0,0,0,0,0,0,0,0,66,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_3|cs335-confgen|mol2|3|dock4
5117,0,1116,0,0,1062,0,233,0,0,1087,0,234,0,0,0,0,0,0,0,0,0,0,0,0,61,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_15|cs334-confgen|mol2|15|dock2
5742,0,1660,0,0,1228,0,350,0,0,1232,0,355,0,0,0,0,0,0,0,0,0,0,0,0,66,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_12|cs335-confgen|mol2|12|dock8
5499,0,1116,0,0,1149,0,217,0,0,1172,0,230,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_70|cs339-confgen|mol2|70|dock10
5036,0,806,0,0,1077,0,159,0,0,1093,0,167,0,0,0,0,0,0,0,0,0,0,0,0,59,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_35|cs332-confgen|mol2|35|dock4
5627,0,2015,0,0,1187,0,422,0,0,1205,0,423,0,0,0,0,0,0,0,0,0,0,0,0,64,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_68|cs335-confgen|mol2|68|dock10
5033,0,826,0,0,1067,0,165,0,0,1077,0,176,0,0,0,0,0,0,0,0,0,0,0,0,59,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_53|cs331-confgen|mol2|53|dock8
5854,0,2071,0,0,1266,0,434,0,0,1254,0,434,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_73|cs335-confgen|mol2|73|dock10
5126,0,862,0,0,1065,0,165,0,0,1103,0,175,0,0,0,0,0,0,0,0,0,0,0,0,60,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_2|cs331-confgen|mol2|2|dock1
5028,0,1128,0,0,1058,0,229,0,0,1096,0,238,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_53|cs334-confgen|mol2|53|dock1
5023,0,1120,0,0,1062,0,237,0,0,1064,0,242,0,0,0,0,0,0,0,0,0,0,0,0,60,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_64|cs334-confgen|mol2|64|dock2
4850,0,823,0,0,983,0,171,0,0,1011,0,189,0,0,0,0,0,0,0,0,0,0,0,0,64,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_24|cs339-confgen|mol2|24|dock4
5875,0,2041,0,0,1166,0,409,0,0,1199,0,419,0,0,0,0,0,0,0,0,0,0,0,0,78,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_66|cs335-confgen|mol2|66|dock1
4970,0,821,0,0,997,0,158,0,0,1018,0,165,0,0,0,0,0,0,0,0,0,0,0,0,65,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_32|cs332-confgen|mol2|32|dock4
4969,0,850,0,0,1016,0,163,0,0,1052,0,171,0,0,0,0,0,0,0,0,0,0,0,0,62,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_51|cs331-confgen|mol2|51|dock1
5136,0,852,0,0,1064,0,167,0,0,1111,0,176,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_108|cs331-confgen|mol2|108|dock1
5934,0,2034,0,0,1264,0,423,0,0,1262,0,417,0,0,0,0,0,0,0,0,0,0,0,0,69,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_70|cs335-confgen|mol2|70|dock6
5166,0,843,0,0,1106,0,170,0,0,1098,0,186,0,0,0,0,0,0,0,0,0,0,0,0,59,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_60|cs331-confgen|mol2|60|dock6
5798,0,2070,0,0,1260,0,440,0,0,1270,0,432,0,0,0,0,0,0,0,0,0,0,0,0,65,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_97|cs335-confgen|mol2|97|dock7
5104,0,826,0,0,1081,0,161,0,0,1080,0,177,0,0,0,0,0,0,0,0,0,0,0,0,57,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_70|cs331-confgen|mol2|70|dock1
5214,0,878,0,0,1106,0,182,0,0,1112,0,193,0,0,0,0,0,0,0,0,0,0,0,0,61,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_16|cs331-confgen|mol2|16|dock3
5102,0,827,0,0,1074,0,168,0,0,1092,0,178,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_89|cs331-confgen|mol2|89|dock2
5118,0,867,0,0,1064,0,168,0,0,1101,0,177,0,0,0,0,0,0,0,0,0,0,0,0,59,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_103|cs331-confgen|mol2|103|dock3
4933,0,1116,0,0,1027,0,241,0,0,1057,0,242,0,0,0,0,0,0,0,0,0,0,0,0,60,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_22|cs334-confgen|mol2|22|dock1
5822,0,2077,0,0,1259,0,434,0,0,1261,0,433,0,0,0,0,0,0,0,0,0,0,0,0,67,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_80|cs335-confgen|mol2|80|dock8
5472,0,1029,0,0,1158,0,205,0,0,1172,0,219,0,0,0,0,0,0,0,0,0,0,0,0,66,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_71|cs339-confgen|mol2|71|dock7
5050,0,836,0,0,1066,0,166,0,0,1078,0,174,0,0,0,0,0,0,0,0,0,0,0,0,58,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_76|cs331-confgen|mol2|76|dock3
5618,0,2021,0,0,1222,0,426,0,0,1236,0,437,0,0,0,0,0,0,0,0,0,0,0,0,66,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_62|cs335-confgen|mol2|62|dock9
5918,0,2038,0,0,1239,0,430,0,0,1253,0,441,0,0,0,0,0,0,0,0,0,0,0,0,69,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_47|cs335-confgen|mol2|47|dock2
5151,0,841,0,0,1103,0,169,0,0,1098,0,191,0,0,0,0,0,0,0,0,0,0,0,0,59,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_49|cs331-confgen|mol2|49|dock6
5988,0,2071,0,0,1257,0,433,0,0,1270,0,441,0,0,0,0,0,0,0,0,0,0,0,0,69,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_11|cs335-confgen|mol2|11|dock3
5134,0,897,0,0,1069,0,166,0,0,1075,0,184,0,0,0,0,0,0,0,0,0,0,0,0,62,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_30|cs339-confgen|mol2|30|dock1
5588,0,1582,0,0,1194,0,332,0,0,1200,0,347,0,0,0,0,0,0,0,0,0,0,0,0,68,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_105|cs335-confgen|mol2|105|dock4
5034,0,1114,0,0,1074,0,227,0,0,1066,0,229,0,0,0,0,0,0,0,0,0,0,0,0,59,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS337_15|cs337-confgen|mol2|15|dock3
5790,0,1673,0,0,1247,0,364,0,0,1243,0,362,0,0,0,0,0,0,0,0,0,0,0,0,66,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_14|cs335-confgen|mol2|14|dock2
5106,0,803,0,0,1065,0,156,0,0,1077,0,166,0,0,0,0,0,0,0,0,0,0,0,0,58,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_58|cs332-confgen|mol2|58|dock3
4936,0,844,0,0,1049,0,167,0,0,1086,0,179,0,0,0,0,0,0,0,0,0,0,0,0,56,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_55|cs331-confgen|mol2|55|dock5
5009,0,834,0,0,1057,0,160,0,0,1076,0,178,0,0,0,0,0,0,0,0,0,0,0,0,58,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_90|cs331-confgen|mol2|90|dock3
5163,0,822,0,0,1085,0,166,0,0,1106,0,176,0,0,0,0,0,0,0,0,0,0,0,0,61,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_86|cs331-confgen|mol2|86|dock7
5185,0,904,0,0,1076,0,179,0,0,1081,0,189,0,0,0,0,0,0,0,0,0,0,0,0,63,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_9|cs339-confgen|mol2|9|dock2
5023,0,1127,0,0,1066,0,231,0,0,1098,0,243,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_52|cs334-confgen|mol2|52|dock1
5050,0,1119,0,0,1055,0,234,0,0,1064,0,243,0,0,0,0,0,0,0,0,0,0,0,0,60,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_30|cs334-confgen|mol2|30|dock1
4213,0,635,0,0,871,0,130,0,0,897,0,140,0,0,0,0,0,0,0,0,0,0,0,0,52,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS333_2|cs333-confgen|mol2|2|dock6
5931,0,2039,0,0,1256,0,422,0,0,1253,0,428,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_10|cs335-confgen|mol2|10|dock5
5693,0,2046,0,0,1235,0,427,0,0,1233,0,415,0,0,0,0,0,0,0,0,0,0,0,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_74|cs335-confgen|mol2|74|dock6
4956,0,837,0,0,1055,0,171,0,0,1087,0,175,0,0,0,0,0,0,0,0,0,0,0,0,56,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_48|cs331-confgen|mol2|48|dock9
6040,0,2068,0,0,1274,0,429,0,0,1287,0,436,0,0,0,0,0,0,0,0,0,0,0,0,69,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_51|cs335-confgen|mol2|51|dock1
5164,0,842,0,0,1067,0,169,0,0,1105,0,179,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_28|cs331-confgen|mol2|28|dock5
5148,0,898,0,0,1075,0,169,0,0,1084,0,185,0,0,0,0,0,0,0,0,0,0,0,0,61,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_16|cs339-confgen|mol2|16|dock5
5910,0,2044,0,0,1259,0,420,0,0,1266,0,423,0,0,0,0,0,0,0,0,0,0,0,0,69,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_86|cs335-confgen|mol2|86|dock5
5642,0,1649,0,0,1201,0,346,0,0,1219,0,352,0,0,0,0,0,0,0,0,0,0,0,0,71,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_48|cs335-confgen|mol2|48|dock2
5045,0,1123,0,0,1074,0,244,0,0,1079,0,242,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_9|cs334-confgen|mol2|9|dock3
3639,0,344,0,0,714,0,67,0,0,743,0,66,0,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS336_5|cs336-confgen|mol2|5|dock6
5850,0,1748,0,0,1263,0,361,0,0,1278,0,365,0,0,0,0,0,0,0,0,0,0,0,0,67,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_102|cs335-confgen|mol2|102|dock3
5850,0,1739,0,0,1266,0,377,0,0,1254,0,373,0,0,0,0,0,0,0,0,0,0,0,0,66,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_100|cs335-confgen|mol2|100|dock9
5141,0,873,0,0,1075,0,174,0,0,1109,0,184,0,0,0,0,0,0,0,0,0,0,0,0,57,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_57|cs331-confgen|mol2|57|dock4
4929,0,807,0,0,1043,0,172,0,0,1055,0,176,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_40|cs332-confgen|mol2|40|dock8
5498,0,1098,0,0,1156,0,218,0,0,1189,0,234,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_40|cs339-confgen|mol2|40|dock9
4940,0,825,0,0,1056,0,162,0,0,1067,0,167,0,0,0,0,0,0,0,0,0,0,0,0,58,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_28|cs332-confgen|mol2|28|dock10
5724,0,2000,0,0,1162,0,410,0,0,1199,0,434,0,0,0,0,0,0,0,0,0,0,0,0,70,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_16|cs335-confgen|mol2|16|dock3
5107,0,833,0,0,1072,0,175,0,0,1092,0,179,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS331_75|cs331-confgen|mol2|75|dock10
3648,0,345,0,0,714,0,68,0,0,742,0,66,0,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS336_6|cs336-confgen|mol2|6|dock2
5966,0,2075,0,0,1260,0,420,0,0,1270,0,449,0,0,0,0,0,0,0,0,0,0,0,0,69,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS335_18|cs335-confgen|mol2|18|dock10
5334,0,1062,0,0,1098,0,201,0,0,1130,0,218,0,0,0,0,0,0,0,0,0,0,0,0,63,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS338_13|cs338-confgen|mol2|13|dock1
5558,0,1111,0,0,1162,0,219,0,0,1198,0,229,0,0,0,0,0,0,0,0,0,0,0,0,62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_71|cs339-confgen|mol2|71|dock8
5384,0,1086,0,0,1126,0,223,0,0,1137,0,228,0,0,0,0,0,0,0,0,0,0,0,0,64,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS339_67|cs339-confgen|mol2|67|dock10
5250,0,1022,0,0,1111,0,213,0,0,1119,0,206,0,0,0,0,0,0,0,0,0,0,0,0,63,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS338_28|cs338-confgen|mol2|28|dock1
4990,0,1127,0,0,1057,0,238,0,0,1094,0,242,0,0,0,0,0,0,0,0,0,0,0,0,59,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS334_74|cs334-confgen|mol2|74|dock3
4876,0,675,0,0,1054,0,134,0,0,1065,0,134,0,0,0,0,0,0,0,0,0,0,0,0,55,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CS332_18|cs332-confgen|mol2|18|dock3
